,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
20,"Deep Learning with TensorFlow 2 and Keras: Regression, ConvNets, GANs, RNNs, NLP, and more with TensorFlow 2 and the Keras API, 2nd Edition","['by ', 'Antonio Gulli', ', ', 'Amita Kapoor', ', et al.']",$33.21,646 pages,4.5 out of 5 stars,116 ratings,['\n            \n              71%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              3%\n            \n          '],7.5 x 1.46 x 9.25 inches,2.41 pounds,English,"Packt Publishing (December 27, 2019)", 978-1838823412,/Deep-Learning-TensorFlow-Keras-Regression/dp/1838823417/ref=sr_1_57?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-57
21,HR Analytics Essentials You Always Wanted To Know (Self-Learning Management Series),[' '], $38.99 ,218 pages,4.2 out of 5 stars,56 ratings,['\n            \n              62%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              7%\n            \n          '],8.5 x 5.5 x 0.6 inches,9.3 ounces,English," is focused on presenting the best texts for learning about technology and business as well as books for test preparation. Categories include programming, operating systems and other texts focused on IT. In addition, a series of books helps professionals in their own disciplines learn the business skills needed in their professional growth.",,/Analytics-Essentials-Always-Self-Learning-Management/dp/1636510345/ref=sr_1_55?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-55
22,Deep Learning with JavaScript: Neural networks in TensorFlow.js,"['by ', 'Shanqing Cai', ', ', 'Stan Bileschi', ', et al.']",$43.49,560 pages,4.8 out of 5 stars,28 ratings,['\n            \n              85%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              3%\n            \n          '],[],[],7.38 x 1.1 x 9.25 inches,2.16 pounds,English,"Manning; 1st edition (February 11, 2020)", 978-1617296178,/Deep-Learning-JavaScript-networks-TensorFlow-js/dp/1617296171/ref=sr_1_50?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-50
23,"Practical Deep Reinforcement Learning with Python: Concise Implementation of Algorithms, Simplified Maths, and Effective Use of TensorFlow and PyTorch (English Edition)","['by ', 'Ivan Gridin']", $29.95 ,398 pages,5.0 out of 5 stars,2 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],7.5 x 0.9 x 9.25 inches,1.52 pounds,English,"BPB Publications (July 15, 2022)",,/sspa/click?ie=UTF8&spc=MToxMjU1NDM5NTIwMjk1OTM0OjE2NjM0NjA0NTM6c3BfYnRmOjIwMDA4MDM0Nzk2NzQ5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FPractical-Deep-Reinforcement-Learning-Python%2Fdp%2F9355512058%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460453%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-60-spons%26psc%3D1
24,Deep Learning in Science,"['by ', 'Pierre Baldi']",$47.55,450 pages,4.7 out of 5 stars,4 ratings,['\n            \n              70%\n            \n          '],['\n            \n              30%\n            \n          '],[],[],[],7.8 x 0.8 x 9.8 inches,2.03 pounds,English,"Cambridge University Press; 1st edition (July 1, 2021)", 978-1108845359,/Deep-Learning-Science-Pierre-Baldi/dp/1108845355/ref=sr_1_51?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-51
25,Deep Learning Interviews: Hundreds of fully solved job interview questions from a wide range of key topics in AI.,"['by ', 'Shlomo Kashani', ' and ', 'Amir Ivry']", $18.00 , almost 400 pages,3.6 out of 5 stars,47 ratings,['\n            \n              49%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              17%\n            \n          '],7.5 x 0.91 x 9.25 inches,1.65 pounds,English,"Interviews AI (December 3, 2020)",,/Deep-Learning-Interviews-interview-questions/dp/1916243568/ref=sr_1_52?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-52
26,Applied Deep Learning and Computer Vision for Self-Driving Cars: Build autonomous vehicles using deep neural networks and behavior-cloning techniques,"['by ', 'Sumit Ranjan', ' and ', 'Dr. S. Senthamilarasu']",$44.99,332 pages,3.8 out of 5 stars,23 ratings,['\n            \n              50%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              16%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              12%\n            \n          '],7.5 x 0.75 x 9.25 inches,1.26 pounds,English,"Packt Publishing (August 14, 2020)", 978-1838646301,/sspa/click?ie=UTF8&spc=MToxMjU1NDM5NTIwMjk1OTM0OjE2NjM0NjA0NTM6c3BfYnRmOjIwMDAzNjc5MzA1Njk3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FApplied-Learning-Computer-Vision-Self-Driving%2Fdp%2F1838646302%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460453%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-59-spons%26psc%3D1
27,Deep Learning for Vision Systems,"['by ', 'Mohamed Elgendy']",$39.49,480 pages,4.8 out of 5 stars,53 ratings,['\n            \n              85%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],[],[],7.38 x 1 x 9.25 inches,1.94 pounds,English,"Manning; 1st edition (November 10, 2020)", 978-1617296192,/Learning-Vision-Systems-Mohamed-Elgendy/dp/1617296198/ref=sr_1_47?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-47
28,"Deep Reinforcement Learning Hands-On: Apply modern RL methods to practical problems of chatbots, robotics, discrete optimization, web automation, and more, 2nd Edition","['by ', 'Maxim Lapan']",$54.99,826 pages,4.5 out of 5 stars,143 ratings,['\n            \n              75%\n            \n          '],['\n            \n              14%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              4%\n            \n          '],7.5 x 1.87 x 9.25 inches,3.07 pounds,English,"Packt Publishing; 2nd edition (January 31, 2020)", 978-1838826994,/Deep-Reinforcement-Learning-Hands-optimization/dp/1838826998/ref=sr_1_49?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-49
29,Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"['by ', 'V Kishore Ayyadevara', ' and ', 'Yeshwanth Reddy']",$48.84,824 pages,4.6 out of 5 stars,51 ratings,['\n            \n              82%\n            \n          '],['\n            \n              12%\n            \n          '],['\n            \n              6%\n            \n          '],[],[],7.5 x 1.86 x 9.25 inches,3.06 pounds,English,"Packt Publishing (November 27, 2020)", 978-1839213472,/Modern-Computer-Vision-PyTorch-applications/dp/1839213477/ref=sr_1_48?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-48
30,Algorithms and Data Structures for Massive Datasets,"['by ', 'Dzejla Medjedovic', ', ', 'Emin Tahirovic', ', et al.']",$59.99,304 pages,3.8 out of 5 stars,3 ratings,['\n            \n              38%\n            \n          '],['\n            \n              62%\n            \n          '],[],[],[],7.38 x 0.8 x 9.25 inches,1.02 pounds,English,"Manning (July 5, 2022)", 978-1617298035,/Algorithms-Data-Structures-Massive-Datasets/dp/1617298034/ref=sr_1_45?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-45
31,"Deep Learning with R, Second Edition","['by ', 'Francois Chollet', ', ', 'Tomasz Kalinowski', ', et al.']", $50.68 ,,,,[],[],[],[],[],,,English,"Manning (September 13, 2022)",,/Deep-Learning-Second-Francois-Chollet-ebook/dp/B0B69GPTLY/ref=sr_1_46?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-46
32,Synthetic Data for Deep Learning: Generate Synthetic Data for Decision Making and Applications with Python and R,"['by ', 'Necmi Gürsakal', ', ', 'Sadullah Çelik', ', et al.']",$44.99,250 pages,,,[],[],[],[],[],,1.11 pounds,English,"Apress; 1st ed. edition (November 18, 2022)", 978-1484285862,/Synthetic-Data-Deep-Learning-Applications/dp/1484285867/ref=sr_1_42?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-42
33,"Geometry of Deep Learning: A Signal Processing Perspective (Mathematics in Industry, 37)","['by ', 'Jong Chul Ye']",$66.27,346 pages,3.6 out of 5 stars,6 ratings,['\n            \n              60%\n            \n          '],['\n            \n              20%\n            \n          '],['\n            \n              20%\n            \n          '],[],[],6.14 x 0.81 x 9.21 inches,1.52 pounds,English,"Springer; 1st ed. 2022 edition (January 6, 2022)", 978-9811660450,/Geometry-Deep-Learning-Perspective-Mathematics/dp/981166045X/ref=sr_1_44?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-44
34,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"['by ', 'Sebastian Raschka', ', ', 'Yuxi (Hayden) Liu', ', et al.']",$46.79,770 pages,4.7 out of 5 stars,135 ratings,['\n            \n              82%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              1%\n            \n          '],['\n            \n              2%\n            \n          '],7.5 x 1.74 x 9.25 inches,2.86 pounds,English,"Packt Publishing (February 25, 2022)", 978-1801819312,/Machine-Learning-PyTorch-Scikit-Learn-learning/dp/1801819319/ref=sr_1_37?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-37
35,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks,"['by ', 'Tomasz Palczewski', ', ', 'Jaejun (Brandon) Lee', ', et al.']",$47.49,322 pages,,,[],[],[],[],[],7.5 x 0.73 x 9.25 inches,1.22 pounds,English,"Packt Publishing (August 30, 2022)", 978-1803243665,/Production-Ready-Applied-Deep-Learning-TensorFlow/dp/180324366X/ref=sr_1_41?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-41
36,Grokking Deep Reinforcement Learning,"['by ', 'Miguel Morales']",$49.99,472 pages,4.7 out of 5 stars,47 ratings,['\n            \n              82%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              3%\n            \n          '],[],7.38 x 1 x 9.25 inches,1.94 pounds,English,"Manning; 1st edition (November 10, 2020)", 978-1617295454,/Grokking-Reinforcement-Learning-Miguel-Morales/dp/1617295450/ref=sr_1_38?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-38
37,Mathematics for Machine Learning,[' '],$46.54,398 pages,4.7 out of 5 stars,580 ratings,['\n            \n              80%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],7 x 0.92 x 10 inches,1.76 pounds,English,"Cambridge University Press; 1st edition (April 23, 2020)", 978-1108455145,/Mathematics-Machine-Learning-Peter-Deisenroth/dp/110845514X/ref=sr_1_40?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-40
38,Artificial Intelligence and Deep Learning with Python: Every Line of Code Explained For Readers New to AI and New to Python,"['by ', ""Steven D'Ascoli CPA""]", $34.99 ,285 pages,5.0 out of 5 stars,3 ratings,['\n            \n              100%\n            \n          '],[],[],[],[],8 x 0.65 x 10 inches,1.37 pounds,English,"Independently published (January 22, 2022)",,/Artificial-Intelligence-Deep-Learning-Python/dp/B09QNZBZMN/ref=sr_1_39?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-39
39,"Deep Learning for the Life Sciences: Applying Deep Learning to Genomics, Microscopy, Drug Discovery, and More","['by ', 'Bharath Ramsundar', ', ', 'Peter Eastman', ', et al.']",$48.49,236 pages,4.2 out of 5 stars,48 ratings,['\n            \n              66%\n            \n          '],['\n            \n              16%\n            \n          '],['\n            \n              6%\n            \n          '],['\n            \n              12%\n            \n          '],[],7 x 0.5 x 9.19 inches,12.8 ounces,English,"O'Reilly Media; 1st edition (April 28, 2019)", 978-1492039839,/Deep-Learning-Life-Sciences-Microscopy/dp/1492039837/ref=sr_1_43?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-43
40,"Time Series Forecasting using Deep Learning: Combining PyTorch, RNN, TCN, and Deep Neural Network Models to Provide Production-Ready Prediction Solutions (English Edition)","['by ', 'Ivan Gridin']", $8.96 ,421 pages,4.4 out of 5 stars,14 ratings,['\n            \n              55%\n            \n          '],['\n            \n              29%\n            \n          '],['\n            \n              16%\n            \n          '],[],[],,,English,"BPB Publications; 1st edition (October 15, 2021)",,/Time-Forecasting-using-Deep-Learning-ebook/dp/B09JL2B3YX/ref=sr_1_32?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-32
41,Deep Learning in Production,"['by ', 'Sergios Karagiannakos']",$29.99,223 pages,4.7 out of 5 stars,12 ratings,['\n            \n              78%\n            \n          '],['\n            \n              11%\n            \n          '],['\n            \n              11%\n            \n          '],[],[],7.5 x 0.53 x 9.25 inches,15.2 ounces,English,"Sergios Karagiannakos (November 24, 2021)", 978-6180033779,/Deep-Learning-Production-Sergios-Karagiannakos/dp/6180033773/ref=sr_1_29?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-29
42,Math for Deep Learning: What You Need to Know to Understand Neural Networks,"['by ', 'Ronald T. Kneusel']",$36.49,344 pages,4.5 out of 5 stars,22 ratings,['\n            \n              74%\n            \n          '],['\n            \n              20%\n            \n          '],['\n            \n              7%\n            \n          '],[],[],7.06 x 0.79 x 9.19 inches,13 ounces,English,"No Starch Press (December 7, 2021)", 978-1718501904,/Math-Deep-Learning-Understand-Networks/dp/1718501900/ref=sr_1_31?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-31
